word,language,lang_code,seed_word,meaning_en,category,domain,morph_type,ipa,x1_weight,x2_time,x3_space,x4_flow,x5_hardness,x6_moisture,x7_freq_hz,x8_decay,color_hex
꺼르르스러운,KR,ko,가라라사라온,chackling guttural laugh (characteristic state of...),Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈ʌrɯrɯsɯrʌun,8,2,4,8,5,5,950.0,2,#2F4F4F
꺼르르꺼르르스러운,KR,ko,가라라가라라사라온,repeated chackling guttural laugh (characteristic state of...),Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈ʌrɯrɯk͈ʌrɯrɯsɯrʌun,8,4,4,8,5,5,950.0,2,#2F4F4F
꺼르르해서,KR,ko,가라라해사,chackling guttural laugh (as a state of...),Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈ʌrɯrɯhɛsʌ,8,2,4,8,7,5,950.0,2,#2F4F4F
꺼르르꺼르르해서,KR,ko,가라라가라라해사,repeated chackling guttural laugh (as a state of...),Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈ʌrɯrɯk͈ʌrɯrɯhɛsʌ,8,4,4,8,7,5,950.0,2,#2F4F4F
꺼르르하고,KR,ko,가라라하고,chackling guttural laugh (in a state and...),Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈ʌrɯrɯhako,8,2,4,8,7,5,950.0,2,#2F4F4F
꺼르르꺼르르하고,KR,ko,가라라가라라하고,repeated chackling guttural laugh (in a state and...),Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈ʌrɯrɯk͈ʌrɯrɯhako,8,4,4,8,7,5,950.0,2,#2F4F4F
깔깔,KR,ko,갈갈,"cackling, laughing aloud merrily",Phonomime (Voice),Psychological / Emotion,SINGLE(단발),k͈alk͈al,4,8,6,6,5,5,2600.0,9,#FFD700
깔깔깔깔,KR,ko,갈갈,"repeated cackling, laughing aloud merrily",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈alk͈alk͈alk͈al,4,7,6,6,5,5,2600.0,8,#FFD700
깔깔깔깔깔깔,KR,ko,갈갈갈,"continuous repeated cackling, laughing aloud merrily",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈alk͈alk͈alk͈alk͈alk͈al,4,7,6,6,5,5,2600.0,8,#FFD700
깔깔거리다,KR,ko,갈갈,"cackling, laughing aloud merrily (continuous / repeated motion or sound)",Phonomime (Voice),Psychological / Emotion,STEM+GEORIDA,k͈alk͈alkʌrita,4,2,4,6,5,5,2600.0,8,#FFD700
깔깔깔깔거리다,KR,ko,갈갈,"repeated cackling, laughing aloud merrily (continuous / repeated motion or sound)",Phonomime (Voice),Psychological / Emotion,STEM+GEORIDA,k͈alk͈alk͈alk͈alkʌrita,4,4,4,6,5,5,2600.0,8,#FFD700
깔깔대다,KR,ko,갈갈,"cackling, laughing aloud merrily (intensive / frequent action)",Phonomime (Voice),Psychological / Emotion,STEM+DAEDA,k͈alk͈altɛta,4,2,4,6,5,5,2600.0,8,#FFD700
깔깔깔깔대다,KR,ko,갈갈,"repeated cackling, laughing aloud merrily (intensive / frequent action)",Phonomime (Voice),Psychological / Emotion,STEM+DAEDA,k͈alk͈alk͈alk͈altɛta,4,4,4,6,5,5,2600.0,8,#FFD700
깔깔이다,KR,ko,갈갈,"cackling, laughing aloud merrily (innate physical motion or state)",Phonomime (Voice),Psychological / Emotion,STEM+IDA,k͈alk͈alita,4,2,4,6,5,5,2600.0,8,#FFD700
깔깔깔깔이다,KR,ko,갈갈,"repeated cackling, laughing aloud merrily (innate physical motion or state)",Phonomime (Voice),Psychological / Emotion,STEM+IDA,k͈alk͈alk͈alk͈alita,4,4,4,6,5,5,2600.0,8,#FFD700
깔깔하다,KR,ko,갈갈,"cackling, laughing aloud merrily (adjective/verb state or action)",Phonomime (Voice),Psychological / Emotion,STEM+HADA,k͈alk͈alhata,4,2,4,8,5,5,2600.0,8,#FFD700
깔깔깔깔하다,KR,ko,갈갈,"repeated cackling, laughing aloud merrily (adjective/verb state or action)",Phonomime (Voice),Psychological / Emotion,STEM+HADA,k͈alk͈alk͈alk͈alhata,4,4,4,8,5,5,2600.0,8,#FFD700
깔깔스럽다,KR,ko,갈갈사랍다,"cackling, laughing aloud merrily (characteristic quality)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈alk͈alsɯrʌp̚ta,4,2,4,8,5,5,2600.0,8,#FFD700
깔깔깔깔스럽다,KR,ko,갈갈갈갈사랍다,"repeated cackling, laughing aloud merrily (characteristic quality)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈alk͈alk͈alk͈alsɯrʌp̚ta,4,4,4,8,5,5,2600.0,8,#FFD700
깔깔맞다,KR,ko,갈갈맞다,"cackling, laughing aloud merrily (fitting quality / tendency)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈alk͈almat̚ta,4,2,4,6,5,5,2600.0,8,#FFD700
깔깔깔깔맞다,KR,ko,갈갈갈갈맞다,"repeated cackling, laughing aloud merrily (fitting quality / tendency)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈alk͈alk͈alk͈almat̚ta,4,4,4,6,5,5,2600.0,8,#FFD700
깔깔거리며,KR,ko,갈갈가리며,"cackling, laughing aloud merrily (doing continuously while...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈alk͈alkʌrimjʌ,4,2,4,6,5,5,2600.0,8,#FFD700
깔깔깔깔거리며,KR,ko,갈갈갈갈가리며,"repeated cackling, laughing aloud merrily (doing continuously while...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈alk͈alk͈alk͈alkʌrimjʌ,4,4,4,6,5,5,2600.0,8,#FFD700
깔깔대며,KR,ko,갈갈대며,"cackling, laughing aloud merrily (doing intensely while...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈alk͈altɛmjʌ,4,2,4,6,5,5,2600.0,8,#FFD700
깔깔깔깔대며,KR,ko,갈갈갈갈대며,"repeated cackling, laughing aloud merrily (doing intensely while...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈alk͈alk͈alk͈altɛmjʌ,4,4,4,6,5,5,2600.0,8,#FFD700
깔깔하게,KR,ko,갈갈하게,"cackling, laughing aloud merrily (in a manner of...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈alk͈alhake,4,2,4,8,5,5,2600.0,8,#FFD700
깔깔깔깔하게,KR,ko,갈갈갈갈하게,"repeated cackling, laughing aloud merrily (in a manner of...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈alk͈alk͈alk͈alhake,4,4,4,8,5,5,2600.0,8,#FFD700
깔깔한,KR,ko,갈갈한,"cackling, laughing aloud merrily (state or attribute of...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈alk͈alhan,4,2,4,8,5,5,2600.0,8,#FFD700
깔깔깔깔한,KR,ko,갈갈갈갈한,"repeated cackling, laughing aloud merrily (state or attribute of...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈alk͈alk͈alk͈alhan,4,4,4,8,5,5,2600.0,8,#FFD700
깔깔스럽게,KR,ko,갈갈사랍게,"cackling, laughing aloud merrily (in a characteristic manner of...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈alk͈alsɯrʌp̚ke,4,2,4,8,5,5,2600.0,8,#FFD700
깔깔깔깔스럽게,KR,ko,갈갈갈갈사랍게,"repeated cackling, laughing aloud merrily (in a characteristic manner of...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈alk͈alk͈alk͈alsɯrʌp̚ke,4,4,4,8,5,5,2600.0,8,#FFD700
깔깔스러운,KR,ko,갈갈사라온,"cackling, laughing aloud merrily (characteristic state of...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈alk͈alsɯrʌun,4,2,4,8,5,5,2600.0,8,#FFD700
깔깔깔깔스러운,KR,ko,갈갈갈갈사라온,"repeated cackling, laughing aloud merrily (characteristic state of...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈alk͈alk͈alk͈alsɯrʌun,4,4,4,8,5,5,2600.0,8,#FFD700
깔깔해서,KR,ko,갈갈해사,"cackling, laughing aloud merrily (as a state of...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈alk͈alhɛsʌ,4,2,4,8,5,5,2600.0,8,#FFD700
깔깔깔깔해서,KR,ko,갈갈갈갈해사,"repeated cackling, laughing aloud merrily (as a state of...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈alk͈alk͈alk͈alhɛsʌ,4,4,4,8,5,5,2600.0,8,#FFD700
깔깔하고,KR,ko,갈갈하고,"cackling, laughing aloud merrily (in a state and...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈alk͈alhako,4,2,4,8,5,5,2600.0,8,#FFD700
깔깔깔깔하고,KR,ko,갈갈갈갈하고,"repeated cackling, laughing aloud merrily (in a state and...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈alk͈alk͈alk͈alhako,4,4,4,8,5,5,2600.0,8,#FFD700
껄껄,KR,ko,갈갈,"hearty guffaw, laughing aloud deeply",Phonomime (Voice),Psychological / Emotion,SINGLE(단발),k͈ʌlk͈ʌl,8,8,6,6,5,5,950.0,3,#2F4F4F
껄껄껄껄,KR,ko,갈갈,"repeated hearty guffaw, laughing aloud deeply",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈ʌlk͈ʌlk͈ʌlk͈ʌl,8,7,6,6,5,5,950.0,2,#2F4F4F
껄껄껄껄껄껄,KR,ko,갈갈갈,"continuous repeated hearty guffaw, laughing aloud deeply",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈ʌlk͈ʌlk͈ʌlk͈ʌlk͈ʌlk͈ʌl,8,7,6,6,5,5,950.0,2,#2F4F4F
껄껄거리다,KR,ko,갈갈,"hearty guffaw, laughing aloud deeply (continuous / repeated motion or sound)",Phonomime (Voice),Psychological / Emotion,STEM+GEORIDA,k͈ʌlk͈ʌlkʌrita,8,2,4,6,5,5,950.0,2,#2F4F4F
껄껄껄껄거리다,KR,ko,갈갈,"repeated hearty guffaw, laughing aloud deeply (continuous / repeated motion or sound)",Phonomime (Voice),Psychological / Emotion,STEM+GEORIDA,k͈ʌlk͈ʌlk͈ʌlk͈ʌlkʌrita,8,4,4,6,5,5,950.0,2,#2F4F4F
껄껄대다,KR,ko,갈갈,"hearty guffaw, laughing aloud deeply (intensive / frequent action)",Phonomime (Voice),Psychological / Emotion,STEM+DAEDA,k͈ʌlk͈ʌltɛta,8,2,4,6,5,5,950.0,2,#2F4F4F
껄껄껄껄대다,KR,ko,갈갈,"repeated hearty guffaw, laughing aloud deeply (intensive / frequent action)",Phonomime (Voice),Psychological / Emotion,STEM+DAEDA,k͈ʌlk͈ʌlk͈ʌlk͈ʌltɛta,8,4,4,6,5,5,950.0,2,#2F4F4F
껄껄이다,KR,ko,갈갈,"hearty guffaw, laughing aloud deeply (innate physical motion or state)",Phonomime (Voice),Psychological / Emotion,STEM+IDA,k͈ʌlk͈ʌlita,8,2,4,6,5,5,950.0,2,#2F4F4F
껄껄껄껄이다,KR,ko,갈갈,"repeated hearty guffaw, laughing aloud deeply (innate physical motion or state)",Phonomime (Voice),Psychological / Emotion,STEM+IDA,k͈ʌlk͈ʌlk͈ʌlk͈ʌlita,8,4,4,6,5,5,950.0,2,#2F4F4F
껄껄하다,KR,ko,갈갈,"hearty guffaw, laughing aloud deeply (adjective/verb state or action)",Phonomime (Voice),Psychological / Emotion,STEM+HADA,k͈ʌlk͈ʌlhata,8,2,4,8,5,5,950.0,2,#2F4F4F
껄껄껄껄하다,KR,ko,갈갈,"repeated hearty guffaw, laughing aloud deeply (adjective/verb state or action)",Phonomime (Voice),Psychological / Emotion,STEM+HADA,k͈ʌlk͈ʌlk͈ʌlk͈ʌlhata,8,4,4,8,5,5,950.0,2,#2F4F4F
껄껄스럽다,KR,ko,갈갈사랍다,"hearty guffaw, laughing aloud deeply (characteristic quality)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈ʌlk͈ʌlsɯrʌp̚ta,8,2,4,8,5,5,950.0,2,#2F4F4F
껄껄껄껄스럽다,KR,ko,갈갈갈갈사랍다,"repeated hearty guffaw, laughing aloud deeply (characteristic quality)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈ʌlk͈ʌlk͈ʌlk͈ʌlsɯrʌp̚ta,8,4,4,8,5,5,950.0,2,#2F4F4F
껄껄맞다,KR,ko,갈갈맞다,"hearty guffaw, laughing aloud deeply (fitting quality / tendency)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈ʌlk͈ʌlmat̚ta,8,2,4,6,5,5,950.0,2,#2F4F4F
껄껄껄껄맞다,KR,ko,갈갈갈갈맞다,"repeated hearty guffaw, laughing aloud deeply (fitting quality / tendency)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈ʌlk͈ʌlk͈ʌlk͈ʌlmat̚ta,8,4,4,6,5,5,950.0,2,#2F4F4F
껄껄거리며,KR,ko,갈갈가리며,"hearty guffaw, laughing aloud deeply (doing continuously while...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈ʌlk͈ʌlkʌrimjʌ,8,2,4,6,5,5,950.0,2,#2F4F4F
껄껄껄껄거리며,KR,ko,갈갈갈갈가리며,"repeated hearty guffaw, laughing aloud deeply (doing continuously while...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈ʌlk͈ʌlk͈ʌlk͈ʌlkʌrimjʌ,8,4,4,6,5,5,950.0,2,#2F4F4F
껄껄대며,KR,ko,갈갈대며,"hearty guffaw, laughing aloud deeply (doing intensely while...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈ʌlk͈ʌltɛmjʌ,8,2,4,6,5,5,950.0,2,#2F4F4F
껄껄껄껄대며,KR,ko,갈갈갈갈대며,"repeated hearty guffaw, laughing aloud deeply (doing intensely while...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈ʌlk͈ʌlk͈ʌlk͈ʌltɛmjʌ,8,4,4,6,5,5,950.0,2,#2F4F4F
껄껄하게,KR,ko,갈갈하게,"hearty guffaw, laughing aloud deeply (in a manner of...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈ʌlk͈ʌlhake,8,2,4,8,5,5,950.0,2,#2F4F4F
껄껄껄껄하게,KR,ko,갈갈갈갈하게,"repeated hearty guffaw, laughing aloud deeply (in a manner of...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈ʌlk͈ʌlk͈ʌlk͈ʌlhake,8,4,4,8,5,5,950.0,2,#2F4F4F
껄껄한,KR,ko,갈갈한,"hearty guffaw, laughing aloud deeply (state or attribute of...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈ʌlk͈ʌlhan,8,2,4,8,5,5,950.0,2,#2F4F4F
껄껄껄껄한,KR,ko,갈갈갈갈한,"repeated hearty guffaw, laughing aloud deeply (state or attribute of...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈ʌlk͈ʌlk͈ʌlk͈ʌlhan,8,4,4,8,5,5,950.0,2,#2F4F4F
껄껄스럽게,KR,ko,갈갈사랍게,"hearty guffaw, laughing aloud deeply (in a characteristic manner of...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈ʌlk͈ʌlsɯrʌp̚ke,8,2,4,8,5,5,950.0,2,#2F4F4F
껄껄껄껄스럽게,KR,ko,갈갈갈갈사랍게,"repeated hearty guffaw, laughing aloud deeply (in a characteristic manner of...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈ʌlk͈ʌlk͈ʌlk͈ʌlsɯrʌp̚ke,8,4,4,8,5,5,950.0,2,#2F4F4F
껄껄스러운,KR,ko,갈갈사라온,"hearty guffaw, laughing aloud deeply (characteristic state of...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈ʌlk͈ʌlsɯrʌun,8,2,4,8,5,5,950.0,2,#2F4F4F
껄껄껄껄스러운,KR,ko,갈갈갈갈사라온,"repeated hearty guffaw, laughing aloud deeply (characteristic state of...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈ʌlk͈ʌlk͈ʌlk͈ʌlsɯrʌun,8,4,4,8,5,5,950.0,2,#2F4F4F
껄껄해서,KR,ko,갈갈해사,"hearty guffaw, laughing aloud deeply (as a state of...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈ʌlk͈ʌlhɛsʌ,8,2,4,8,5,5,950.0,2,#2F4F4F
껄껄껄껄해서,KR,ko,갈갈갈갈해사,"repeated hearty guffaw, laughing aloud deeply (as a state of...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈ʌlk͈ʌlk͈ʌlk͈ʌlhɛsʌ,8,4,4,8,5,5,950.0,2,#2F4F4F
껄껄하고,KR,ko,갈갈하고,"hearty guffaw, laughing aloud deeply (in a state and...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),k͈ʌlk͈ʌlhako,8,2,4,8,5,5,950.0,2,#2F4F4F
껄껄껄껄하고,KR,ko,갈갈갈갈하고,"repeated hearty guffaw, laughing aloud deeply (in a state and...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),k͈ʌlk͈ʌlk͈ʌlk͈ʌlhako,8,4,4,8,5,5,950.0,2,#2F4F4F
킥킥,KR,ko,긱긱,"snicker, suppressed giggling sound",Phonomime (Voice),Psychological / Emotion,SINGLE(단발),kʰik̚kʰik̚,7,8,6,7,7,5,1250.0,3,#2F4F4F
킥킥킥킥,KR,ko,긱긱,"repeated snicker, suppressed giggling sound",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),kʰik̚kʰik̚kʰik̚kʰik̚,7,7,6,7,7,5,1250.0,2,#2F4F4F
킥킥킥킥킥킥,KR,ko,긱긱긱,"continuous repeated snicker, suppressed giggling sound",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),kʰik̚kʰik̚kʰik̚kʰik̚kʰik̚kʰik̚,7,7,6,7,7,5,1250.0,2,#2F4F4F
킥킥거리다,KR,ko,긱긱,"snicker, suppressed giggling sound (continuous / repeated motion or sound)",Phonomime (Voice),Psychological / Emotion,STEM+GEORIDA,kʰik̚kʰik̚kʌrita,7,2,4,7,7,5,1250.0,2,#2F4F4F
킥킥킥킥거리다,KR,ko,긱긱,"repeated snicker, suppressed giggling sound (continuous / repeated motion or sound)",Phonomime (Voice),Psychological / Emotion,STEM+GEORIDA,kʰik̚kʰik̚kʰik̚kʰik̚kʌrita,7,4,4,7,7,5,1250.0,2,#2F4F4F
킥킥대다,KR,ko,긱긱,"snicker, suppressed giggling sound (intensive / frequent action)",Phonomime (Voice),Psychological / Emotion,STEM+DAEDA,kʰik̚kʰik̚tɛta,7,2,4,7,7,5,1250.0,2,#2F4F4F
킥킥킥킥대다,KR,ko,긱긱,"repeated snicker, suppressed giggling sound (intensive / frequent action)",Phonomime (Voice),Psychological / Emotion,STEM+DAEDA,kʰik̚kʰik̚kʰik̚kʰik̚tɛta,7,4,4,7,7,5,1250.0,2,#2F4F4F
킥킥이다,KR,ko,긱긱,"snicker, suppressed giggling sound (innate physical motion or state)",Phonomime (Voice),Psychological / Emotion,STEM+IDA,kʰik̚kʰik̚ita,7,2,4,7,7,5,1250.0,2,#2F4F4F
킥킥킥킥이다,KR,ko,긱긱,"repeated snicker, suppressed giggling sound (innate physical motion or state)",Phonomime (Voice),Psychological / Emotion,STEM+IDA,kʰik̚kʰik̚kʰik̚kʰik̚ita,7,4,4,7,7,5,1250.0,2,#2F4F4F
킥킥하다,KR,ko,긱긱,"snicker, suppressed giggling sound (adjective/verb state or action)",Phonomime (Voice),Psychological / Emotion,STEM+HADA,kʰik̚kʰik̚hata,7,2,4,7,7,5,1250.0,2,#2F4F4F
킥킥킥킥하다,KR,ko,긱긱,"repeated snicker, suppressed giggling sound (adjective/verb state or action)",Phonomime (Voice),Psychological / Emotion,STEM+HADA,kʰik̚kʰik̚kʰik̚kʰik̚hata,7,4,4,7,7,5,1250.0,2,#2F4F4F
킥킥스럽다,KR,ko,긱긱사랍다,"snicker, suppressed giggling sound (characteristic quality)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),kʰik̚kʰik̚sɯrʌp̚ta,7,2,4,7,7,5,1250.0,2,#2F4F4F
킥킥킥킥스럽다,KR,ko,긱긱긱긱사랍다,"repeated snicker, suppressed giggling sound (characteristic quality)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),kʰik̚kʰik̚kʰik̚kʰik̚sɯrʌp̚ta,7,4,4,7,7,5,1250.0,2,#2F4F4F
킥킥맞다,KR,ko,긱긱맞다,"snicker, suppressed giggling sound (fitting quality / tendency)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),kʰik̚kʰik̚mat̚ta,7,2,4,7,7,5,1250.0,2,#2F4F4F
킥킥킥킥맞다,KR,ko,긱긱긱긱맞다,"repeated snicker, suppressed giggling sound (fitting quality / tendency)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),kʰik̚kʰik̚kʰik̚kʰik̚mat̚ta,7,4,4,7,7,5,1250.0,2,#2F4F4F
킥킥거리며,KR,ko,긱긱가리며,"snicker, suppressed giggling sound (doing continuously while...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),kʰik̚kʰik̚kʌrimjʌ,7,2,4,7,7,5,1250.0,2,#2F4F4F
킥킥킥킥거리며,KR,ko,긱긱긱긱가리며,"repeated snicker, suppressed giggling sound (doing continuously while...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),kʰik̚kʰik̚kʰik̚kʰik̚kʌrimjʌ,7,4,4,7,7,5,1250.0,2,#2F4F4F
킥킥대며,KR,ko,긱긱대며,"snicker, suppressed giggling sound (doing intensely while...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),kʰik̚kʰik̚tɛmjʌ,7,2,4,7,7,5,1250.0,2,#2F4F4F
킥킥킥킥대며,KR,ko,긱긱긱긱대며,"repeated snicker, suppressed giggling sound (doing intensely while...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),kʰik̚kʰik̚kʰik̚kʰik̚tɛmjʌ,7,4,4,7,7,5,1250.0,2,#2F4F4F
킥킥하게,KR,ko,긱긱하게,"snicker, suppressed giggling sound (in a manner of...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),kʰik̚kʰik̚hake,7,2,4,7,7,5,1250.0,2,#2F4F4F
킥킥킥킥하게,KR,ko,긱긱긱긱하게,"repeated snicker, suppressed giggling sound (in a manner of...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),kʰik̚kʰik̚kʰik̚kʰik̚hake,7,4,4,7,7,5,1250.0,2,#2F4F4F
킥킥한,KR,ko,긱긱한,"snicker, suppressed giggling sound (state or attribute of...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),kʰik̚kʰik̚han,7,2,4,7,5,5,1250.0,2,#2F4F4F
킥킥킥킥한,KR,ko,긱긱긱긱한,"repeated snicker, suppressed giggling sound (state or attribute of...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),kʰik̚kʰik̚kʰik̚kʰik̚han,7,4,4,7,5,5,1250.0,2,#2F4F4F
킥킥스럽게,KR,ko,긱긱사랍게,"snicker, suppressed giggling sound (in a characteristic manner of...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),kʰik̚kʰik̚sɯrʌp̚ke,7,2,4,7,7,5,1250.0,2,#2F4F4F
킥킥킥킥스럽게,KR,ko,긱긱긱긱사랍게,"repeated snicker, suppressed giggling sound (in a characteristic manner of...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),kʰik̚kʰik̚kʰik̚kʰik̚sɯrʌp̚ke,7,4,4,7,7,5,1250.0,2,#2F4F4F
킥킥스러운,KR,ko,긱긱사라온,"snicker, suppressed giggling sound (characteristic state of...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),kʰik̚kʰik̚sɯrʌun,7,2,4,7,5,5,1250.0,2,#2F4F4F
킥킥킥킥스러운,KR,ko,긱긱긱긱사라온,"repeated snicker, suppressed giggling sound (characteristic state of...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),kʰik̚kʰik̚kʰik̚kʰik̚sɯrʌun,7,4,4,7,5,5,1250.0,2,#2F4F4F
킥킥해서,KR,ko,긱긱해사,"snicker, suppressed giggling sound (as a state of...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),kʰik̚kʰik̚hɛsʌ,7,2,4,7,7,5,1250.0,2,#2F4F4F
킥킥킥킥해서,KR,ko,긱긱긱긱해사,"repeated snicker, suppressed giggling sound (as a state of...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),kʰik̚kʰik̚kʰik̚kʰik̚hɛsʌ,7,4,4,7,7,5,1250.0,2,#2F4F4F
킥킥하고,KR,ko,긱긱하고,"snicker, suppressed giggling sound (in a state and...)",Phonomime (Voice),Psychological / Emotion,SUFFIX(어미변화),kʰik̚kʰik̚hako,7,2,4,7,7,5,1250.0,2,#2F4F4F
킥킥킥킥하고,KR,ko,긱긱긱긱하고,"repeated snicker, suppressed giggling sound (in a state and...)",Phonomime (Voice),Psychological / Emotion,REDUP(첩어・동일),kʰik̚kʰik̚kʰik̚kʰik̚hako,7,4,4,7,7,5,1250.0,2,#2F4F4F
킁킁,KR,ko,강강,"sniffing scent, smelling inquisitive nose",Phenomime (Sound),Smell & Odor,SINGLE(단발),kʰɯŋkʰɯŋ,7,8,6,7,3,5,1250.0,3,#2F4F4F
킁킁킁킁,KR,ko,강강,"repeated sniffing scent, smelling inquisitive nose",Phenomime (Sound),Smell & Odor,REDUP(첩어・동일),kʰɯŋkʰɯŋkʰɯŋkʰɯŋ,7,7,6,7,3,5,1250.0,2,#2F4F4F
킁킁킁킁킁킁,KR,ko,강강강,"continuous repeated sniffing scent, smelling inquisitive nose",Phenomime (Sound),Smell & Odor,REDUP(첩어・동일),kʰɯŋkʰɯŋkʰɯŋkʰɯŋkʰɯŋkʰɯŋ,7,7,6,7,3,5,1250.0,2,#2F4F4F
킁킁거리다,KR,ko,강강,"sniffing scent, smelling inquisitive nose (continuous / repeated motion or sound)",Phenomime (Sound),Smell & Odor,STEM+GEORIDA,kʰɯŋkʰɯŋkʌrita,7,2,4,7,3,5,1250.0,2,#2F4F4F
킁킁킁킁거리다,KR,ko,강강,"repeated sniffing scent, smelling inquisitive nose (continuous / repeated motion or sound)",Phenomime (Sound),Smell & Odor,STEM+GEORIDA,kʰɯŋkʰɯŋkʰɯŋkʰɯŋkʌrita,7,4,4,7,3,5,1250.0,2,#2F4F4F
킁킁대다,KR,ko,강강,"sniffing scent, smelling inquisitive nose (intensive / frequent action)",Phenomime (Sound),Smell & Odor,STEM+DAEDA,kʰɯŋkʰɯŋtɛta,7,2,4,7,3,5,1250.0,2,#2F4F4F
킁킁킁킁대다,KR,ko,강강,"repeated sniffing scent, smelling inquisitive nose (intensive / frequent action)",Phenomime (Sound),Smell & Odor,STEM+DAEDA,kʰɯŋkʰɯŋkʰɯŋkʰɯŋtɛta,7,4,4,7,3,5,1250.0,2,#2F4F4F
